,time,temperature
3478,1739.0,14.0
3479,1739.5,13.0
3480,1740.0,13.0
3481,1740.5,14.0
3482,1741.0,13.0
3483,1741.5,13.0
3484,1742.0,13.0
3485,1742.5,14.0
3486,1743.0,13.0
3487,1743.5,13.0
3488,1744.0,14.0
3489,1744.5,13.0
3490,1745.0,13.0
3491,1745.5,13.0
3492,1746.0,13.0
3493,1746.5,12.0
3494,1747.0,13.0
3495,1747.5,12.0
3496,1748.0,13.0
3497,1748.5,12.0
3498,1749.0,12.0
3499,1749.5,11.0
3500,1750.0,10.0
3501,1750.5,11.0
3502,1751.0,12.0
3503,1751.5,12.0
3504,1752.0,12.0
3505,1752.5,12.0
3506,1753.0,10.0
3507,1753.5,12.0
3508,1754.0,10.0
3509,1754.5,11.0
3510,1755.0,11.0
3511,1755.5,10.0
3512,1756.0,11.0
3513,1756.5,10.0
3514,1757.0,10.0
3515,1757.5,10.0
3516,1758.0,10.0
3517,1758.5,11.0
3518,1759.0,11.0
3519,1759.5,11.0
3520,1760.0,9.0
3521,1760.5,9.0
3522,1761.0,10.0
3523,1761.5,10.0
3524,1762.0,9.0
3525,1762.5,11.0
3526,1763.0,10.0
3527,1763.5,11.0
3528,1764.0,9.0
3529,1764.5,9.0
3530,1765.0,12.0
3531,1765.5,9.0
3532,1766.0,11.0
3533,1766.5,10.0
3534,1767.0,9.0
3535,1767.5,11.0
3536,1768.0,10.0
3537,1768.5,10.0
3538,1769.0,11.0
3539,1769.5,9.0
3540,1770.0,12.0
3541,1770.5,11.0
3542,1771.0,10.0
3543,1771.5,13.0
3544,1772.0,12.0
3545,1772.5,12.0
3546,1773.0,12.0
3547,1773.5,12.0
3548,1774.0,13.0
3549,1774.5,12.0
3550,1775.0,13.0
3551,1775.5,13.0
3552,1776.0,13.0
3553,1776.5,13.0
3554,1777.0,13.0
3555,1777.5,14.0
3556,1778.0,14.0
3557,1778.5,15.0
3558,1779.0,14.0
3559,1779.5,15.0
3560,1780.0,14.0
3561,1780.5,14.0
3562,1781.0,15.0
3563,1781.5,15.0
3564,1782.0,16.0
3565,1782.5,16.0
3566,1783.0,16.0
3567,1783.5,17.0
3568,1784.0,17.0
3569,1784.5,17.0
3570,1785.0,17.0
3571,1785.5,18.0
3572,1786.0,18.0
3573,1786.5,18.0
3574,1787.0,19.0
3575,1787.5,18.0
3576,1788.0,19.0
3577,1788.5,19.0
3578,1789.0,19.0
3579,1789.5,20.0
3580,1790.0,20.0
3581,1790.5,20.0
3582,1791.0,20.0
3583,1791.5,20.0
3584,1792.0,21.0
3585,1792.5,22.0
3586,1793.0,21.0
3587,1793.5,22.0
3588,1794.0,22.0
3589,1794.5,23.0
3590,1795.0,23.0
3591,1795.5,24.0
3592,1796.0,24.0
3593,1796.5,24.0
3594,1797.0,24.0
3595,1797.5,23.0
3596,1798.0,24.0
3597,1798.5,25.0
3598,1799.0,26.0
3599,1799.5,26.0
3600,1800.0,41.0
3601,1800.5,41.0
3602,1801.0,41.0
3603,1801.5,40.0
3604,1802.0,39.0
3605,1802.5,40.0
3606,1803.0,39.0
3607,1803.5,40.0
3608,1804.0,40.0
3609,1804.5,40.0
3610,1805.0,40.0
3611,1805.5,41.0
3612,1806.0,39.0
3613,1806.5,39.0
3614,1807.0,40.0
3615,1807.5,40.0
3616,1808.0,39.0
3617,1808.5,39.0
3618,1809.0,39.0
3619,1809.5,39.0
3620,1810.0,39.0
3621,1810.5,38.0
3622,1811.0,39.0
3623,1811.5,39.0
3624,1812.0,38.0
3625,1812.5,38.0
3626,1813.0,38.0
3627,1813.5,38.0
3628,1814.0,38.0
3629,1814.5,38.0
3630,1815.0,38.0
3631,1815.5,38.0
3632,1816.0,38.0
3633,1816.5,38.0
3634,1817.0,37.0
3635,1817.5,38.0
3636,1818.0,37.0
3637,1818.5,37.0
3638,1819.0,37.0
3639,1819.5,38.0
3640,1820.0,37.0
3641,1820.5,37.0
3642,1821.0,37.0
3643,1821.5,37.0
3644,1822.0,36.0
3645,1822.5,37.0
3646,1823.0,37.0
3647,1823.5,37.0
3648,1824.0,36.0
3649,1824.5,37.0
3650,1825.0,36.0
3651,1825.5,35.0
3652,1826.0,36.0
3653,1826.5,35.0
3654,1827.0,35.0
3655,1827.5,35.0
3656,1828.0,36.0
3657,1828.5,35.0
3658,1829.0,35.0
3659,1829.5,35.0
3660,1830.0,35.0
3661,1830.5,35.0
3662,1831.0,35.0
3663,1831.5,34.0
3664,1832.0,34.0
3665,1832.5,34.0
3666,1833.0,35.0
3667,1833.5,34.0
3668,1834.0,34.0
3669,1834.5,34.0
3670,1835.0,35.0
3671,1835.5,34.0
3672,1836.0,34.0
3673,1836.5,34.0
3674,1837.0,34.0
3675,1837.5,34.0
3676,1838.0,34.0
3677,1838.5,34.0
3678,1839.0,33.0
3679,1839.5,33.0
3680,1840.0,32.0
3681,1840.5,33.0
3682,1841.0,33.0
3683,1841.5,32.0
3684,1842.0,33.0
3685,1842.5,32.0
3686,1843.0,32.0
3687,1843.5,32.0
3688,1844.0,32.0
3689,1844.5,32.0
3690,1845.0,32.0
3691,1845.5,31.0
3692,1846.0,31.0
3693,1846.5,31.0
3694,1847.0,31.0
3695,1847.5,32.0
3696,1848.0,30.0
3697,1848.5,32.0
3698,1849.0,31.0
3699,1849.5,31.0
3700,1850.0,30.0
3701,1850.5,31.0
3702,1851.0,30.0
3703,1851.5,28.0
3704,1852.0,30.0
3705,1852.5,30.0
3706,1853.0,28.0
3707,1853.5,28.0
3708,1854.0,30.0
3709,1854.5,28.0
3710,1855.0,30.0
3711,1855.5,27.0
3712,1856.0,28.0
3713,1856.5,28.0
3714,1857.0,28.0
3715,1857.5,28.0
3716,1858.0,27.0
3717,1858.5,27.0
3718,1859.0,28.0
3719,1859.5,28.0
3720,1860.0,28.0
3721,1860.5,27.0
3722,1861.0,27.0
3723,1861.5,27.0
3724,1862.0,26.0
3725,1862.5,26.0
3726,1863.0,27.0
3727,1863.5,27.0
3728,1864.0,26.0
3729,1864.5,27.0
3730,1865.0,26.0
3731,1865.5,26.0
3732,1866.0,26.0
3733,1866.5,26.0
3734,1867.0,27.0
3735,1867.5,27.0
3736,1868.0,26.0
3737,1868.5,26.0
3738,1869.0,25.0
3739,1869.5,26.0
3740,1870.0,26.0
3741,1870.5,25.0
3742,1871.0,25.0
3743,1871.5,25.0
3744,1872.0,25.0
3745,1872.5,24.0
3746,1873.0,25.0
3747,1873.5,24.0
3748,1874.0,25.0
3749,1874.5,24.0
3750,1875.0,24.0
3751,1875.5,23.0
3752,1876.0,23.0
3753,1876.5,24.0
3754,1877.0,23.0
3755,1877.5,24.0
3756,1878.0,23.0
3757,1878.5,23.0
3758,1879.0,24.0
3759,1879.5,22.0
3760,1880.0,23.0
3761,1880.5,23.0
3762,1881.0,23.0
3763,1881.5,23.0
3764,1882.0,23.0
3765,1882.5,23.0
3766,1883.0,22.0
3767,1883.5,22.0
3768,1884.0,22.0
3769,1884.5,23.0
3770,1885.0,22.0
3771,1885.5,22.0
3772,1886.0,22.0
3773,1886.5,22.0
3774,1887.0,22.0
3775,1887.5,20.0
3776,1888.0,22.0
3777,1888.5,22.0
3778,1889.0,20.0
3779,1889.5,21.0
3780,1890.0,20.0
3781,1890.5,21.0
3782,1891.0,20.0
3783,1891.5,20.0
3784,1892.0,20.0
3785,1892.5,20.0
3786,1893.0,20.0
3787,1893.5,20.0
3788,1894.0,20.0
3789,1894.5,21.0
3790,1895.0,19.0
3791,1895.5,20.0
3792,1896.0,19.0
3793,1896.5,20.0
3794,1897.0,20.0
3795,1897.5,19.0
3796,1898.0,19.0
3797,1898.5,19.0
3798,1899.0,19.0
3799,1899.5,19.0
3800,1900.0,19.0
3801,1900.5,18.0
3802,1901.0,18.0
3803,1901.5,18.0
3804,1902.0,18.0
3805,1902.5,18.0
3806,1903.0,19.0
3807,1903.5,19.0
3808,1904.0,19.0
3809,1904.5,18.0
3810,1905.0,18.0
3811,1905.5,17.0
3812,1906.0,18.0
3813,1906.5,18.0
3814,1907.0,18.0
3815,1907.5,18.0
3816,1908.0,17.0
3817,1908.5,18.0
3818,1909.0,18.0
3819,1909.5,17.0
3820,1910.0,17.0
3821,1910.5,17.0
3822,1911.0,17.0
3823,1911.5,17.0
3824,1912.0,17.0
3825,1912.5,16.0
3826,1913.0,17.0
3827,1913.5,15.0
3828,1914.0,17.0
3829,1914.5,17.0
3830,1915.0,17.0
3831,1915.5,16.0
3832,1916.0,16.0
3833,1916.5,16.0
3834,1917.0,15.0
3835,1917.5,16.0
3836,1918.0,16.0
3837,1918.5,15.0
3838,1919.0,16.0
3839,1919.5,15.0
3840,1920.0,15.0
3841,1920.5,16.0
3842,1921.0,15.0
3843,1921.5,15.0
3844,1922.0,15.0
3845,1922.5,14.0
3846,1923.0,15.0
3847,1923.5,15.0
3848,1924.0,14.0
3849,1924.5,14.0
3850,1925.0,14.0
3851,1925.5,14.0
3852,1926.0,14.0
3853,1926.5,13.0
3854,1927.0,13.0
3855,1927.5,14.0
3856,1928.0,15.0
3857,1928.5,14.0
3858,1929.0,13.0
3859,1929.5,14.0
3860,1930.0,14.0
3861,1930.5,14.0
3862,1931.0,14.0
3863,1931.5,13.0
3864,1932.0,13.0
3865,1932.5,13.0
3866,1933.0,13.0
3867,1933.5,13.0
3868,1934.0,12.0
3869,1934.5,13.0
3870,1935.0,13.0
3871,1935.5,13.0
3872,1936.0,12.0
3873,1936.5,12.0
3874,1937.0,12.0
3875,1937.5,13.0
3876,1938.0,13.0
3877,1938.5,13.0
3878,1939.0,12.0
3879,1939.5,12.0
3880,1940.0,12.0
3881,1940.5,12.0
3882,1941.0,12.0
3883,1941.5,12.0
3884,1942.0,11.0
3885,1942.5,12.0
3886,1943.0,12.0
3887,1943.5,12.0
3888,1944.0,12.0
3889,1944.5,11.0
3890,1945.0,12.0
3891,1945.5,11.0
3892,1946.0,12.0
3893,1946.5,11.0
3894,1947.0,10.0
3895,1947.5,11.0
3896,1948.0,10.0
3897,1948.5,9.0
3898,1949.0,11.0
3899,1949.5,11.0
3900,1950.0,9.0
3901,1950.5,9.0
3902,1951.0,12.0
3903,1951.5,9.0
3904,1952.0,10.0
3905,1952.5,9.0
3906,1953.0,11.0
3907,1953.5,9.0
3908,1954.0,11.0
3909,1954.5,9.0
3910,1955.0,10.0
3911,1955.5,10.0
3912,1956.0,10.0
3913,1956.5,9.0
3914,1957.0,10.0
3915,1957.5,9.0
3916,1958.0,10.0
3917,1958.5,10.0
3918,1959.0,11.0
3919,1959.5,10.0
3920,1960.0,10.0
3921,1960.5,10.0
3922,1961.0,10.0
3923,1961.5,12.0
3924,1962.0,9.0
3925,1962.5,12.0
3926,1963.0,12.0
3927,1963.5,12.0
3928,1964.0,12.0
3929,1964.5,12.0
3930,1965.0,12.0
3931,1965.5,13.0
3932,1966.0,13.0
3933,1966.5,13.0
3934,1967.0,13.0
3935,1967.5,13.0
3936,1968.0,13.0
3937,1968.5,13.0
3938,1969.0,14.0
3939,1969.5,13.0
3940,1970.0,15.0
3941,1970.5,14.0
3942,1971.0,14.0
3943,1971.5,14.0
3944,1972.0,15.0
3945,1972.5,15.0
3946,1973.0,15.0
3947,1973.5,15.0
3948,1974.0,15.0
3949,1974.5,17.0
3950,1975.0,16.0
3951,1975.5,17.0
3952,1976.0,17.0
3953,1976.5,17.0
3954,1977.0,18.0
3955,1977.5,17.0
3956,1978.0,18.0
3957,1978.5,18.0
3958,1979.0,18.0
3959,1979.5,18.0
3960,1980.0,19.0
3961,1980.5,18.0
3962,1981.0,19.0
3963,1981.5,19.0
3964,1982.0,20.0
3965,1982.5,21.0
3966,1983.0,21.0
3967,1983.5,21.0
3968,1984.0,21.0
3969,1984.5,22.0
3970,1985.0,22.0
3971,1985.5,23.0
3972,1986.0,23.0
3973,1986.5,23.0
3974,1987.0,23.0
3975,1987.5,23.0
3976,1988.0,23.0
3977,1988.5,23.0
3978,1989.0,25.0
3979,1989.5,25.0
3980,1990.0,26.0
3981,1990.5,24.0
3982,1991.0,26.0
3983,1991.5,26.0
3984,1992.0,26.0
3985,1992.5,26.0
3986,1993.0,26.0
3987,1993.5,27.0
3988,1994.0,26.0
3989,1994.5,28.0
3990,1995.0,27.0
3991,1995.5,28.0
3992,1996.0,28.0
3993,1996.5,30.0
3994,1997.0,31.0
3995,1997.5,30.0
3996,1998.0,30.0
3997,1998.5,30.0
3998,1999.0,31.0
3999,1999.5,31.0
4000,2000.0,31.0
4001,2000.5,32.0
4002,2001.0,32.0
4003,2001.5,32.0
4004,2002.0,32.0
4005,2002.5,33.0
4006,2003.0,34.0
4007,2003.5,34.0
4008,2004.0,34.0
4009,2004.5,34.0
4010,2005.0,34.0
4011,2005.5,35.0
4012,2006.0,35.0
4013,2006.5,36.0
4014,2007.0,35.0
4015,2007.5,36.0
4016,2008.0,36.0
4017,2008.5,37.0
4018,2009.0,37.0
4019,2009.5,36.0
4020,2010.0,37.0
4021,2010.5,37.0
4022,2011.0,37.0
4023,2011.5,37.0
4024,2012.0,38.0
4025,2012.5,37.0
4026,2013.0,38.0
4027,2013.5,38.0
4028,2014.0,39.0
4029,2014.5,39.0
4030,2015.0,39.0
4031,2015.5,38.0
4032,2016.0,38.0
4033,2016.5,39.0
4034,2017.0,39.0
4035,2017.5,39.0
4036,2018.0,39.0
4037,2018.5,41.0
4038,2019.0,40.0
4039,2019.5,39.0
4040,2020.0,39.0
4041,2020.5,39.0
4042,2021.0,41.0
4043,2021.5,40.0
4044,2022.0,41.0
4045,2022.5,40.0
4046,2023.0,41.0
4047,2023.5,41.0
4048,2024.0,41.0
4049,2024.5,39.0
4050,2025.0,41.0
4051,2025.5,41.0
4052,2026.0,41.0
4053,2026.5,41.0
4054,2027.0,42.0
4055,2027.5,41.0
4056,2028.0,42.0
4057,2028.5,41.0
4058,2029.0,41.0
4059,2029.5,41.0
4060,2030.0,41.0
4061,2030.5,40.0
4062,2031.0,42.0
4063,2031.5,41.0
4064,2032.0,40.0
4065,2032.5,42.0
4066,2033.0,41.0
4067,2033.5,41.0
4068,2034.0,42.0
4069,2034.5,42.0
4070,2035.0,41.0
4071,2035.5,42.0
4072,2036.0,41.0
4073,2036.5,41.0
4074,2037.0,41.0
4075,2037.5,42.0
4076,2038.0,42.0
4077,2038.5,41.0
4078,2039.0,41.0
4079,2039.5,41.0
4080,2040.0,41.0
4081,2040.5,41.0
4082,2041.0,42.0
4083,2041.5,41.0
4084,2042.0,41.0
4085,2042.5,41.0
4086,2043.0,41.0
4087,2043.5,41.0
4088,2044.0,41.0
4089,2044.5,40.0
4090,2045.0,41.0
4091,2045.5,40.0
4092,2046.0,40.0
4093,2046.5,41.0
4094,2047.0,39.0
4095,2047.5,40.0
4096,2048.0,40.0
4097,2048.5,40.0
4098,2049.0,40.0
4099,2049.5,40.0
4100,2050.0,40.0
4101,2050.5,40.0
4102,2051.0,39.0
4103,2051.5,41.0
4104,2052.0,39.0
4105,2052.5,39.0
4106,2053.0,39.0
4107,2053.5,39.0
4108,2054.0,41.0
4109,2054.5,38.0
4110,2055.0,39.0
4111,2055.5,39.0
4112,2056.0,39.0
4113,2056.5,40.0
4114,2057.0,39.0
4115,2057.5,39.0
4116,2058.0,39.0
4117,2058.5,38.0
4118,2059.0,38.0
4119,2059.5,38.0
4120,2060.0,38.0
4121,2060.5,38.0
4122,2061.0,38.0
4123,2061.5,38.0
4124,2062.0,38.0
4125,2062.5,38.0
4126,2063.0,38.0
4127,2063.5,39.0
4128,2064.0,37.0
4129,2064.5,38.0
4130,2065.0,37.0
4131,2065.5,38.0
4132,2066.0,37.0
4133,2066.5,37.0
4134,2067.0,38.0
4135,2067.5,37.0
4136,2068.0,37.0
4137,2068.5,36.0
4138,2069.0,37.0
4139,2069.5,36.0
4140,2070.0,37.0
4141,2070.5,35.0
4142,2071.0,37.0
4143,2071.5,36.0
4144,2072.0,36.0
4145,2072.5,35.0
4146,2073.0,35.0
4147,2073.5,35.0
4148,2074.0,36.0
4149,2074.5,35.0
4150,2075.0,35.0
4151,2075.5,35.0
4152,2076.0,35.0
4153,2076.5,35.0
4154,2077.0,34.0
4155,2077.5,34.0
4156,2078.0,35.0
4157,2078.5,34.0
4158,2079.0,34.0
4159,2079.5,35.0
4160,2080.0,34.0
4161,2080.5,35.0
4162,2081.0,34.0
4163,2081.5,34.0
4164,2082.0,34.0
4165,2082.5,34.0
4166,2083.0,34.0
4167,2083.5,34.0
4168,2084.0,34.0
4169,2084.5,34.0
4170,2085.0,34.0
4171,2085.5,33.0
4172,2086.0,34.0
4173,2086.5,32.0
4174,2087.0,33.0
4175,2087.5,33.0
4176,2088.0,33.0
4177,2088.5,33.0
4178,2089.0,32.0
4179,2089.5,31.0
4180,2090.0,32.0
4181,2090.5,32.0
4182,2091.0,31.0
4183,2091.5,31.0
4184,2092.0,31.0
4185,2092.5,31.0
4186,2093.0,32.0
4187,2093.5,31.0
4188,2094.0,31.0
4189,2094.5,32.0
4190,2095.0,31.0
4191,2095.5,30.0
4192,2096.0,31.0
4193,2096.5,30.0
4194,2097.0,30.0
4195,2097.5,30.0
4196,2098.0,30.0
4197,2098.5,28.0
4198,2099.0,28.0
4199,2099.5,30.0
4200,2100.0,30.0
4201,2100.5,28.0
4202,2101.0,30.0
4203,2101.5,30.0
4204,2102.0,28.0
4205,2102.5,30.0
4206,2103.0,28.0
4207,2103.5,30.0
4208,2104.0,30.0
4209,2104.5,27.0
4210,2105.0,27.0
4211,2105.5,28.0
4212,2106.0,27.0
4213,2106.5,28.0
4214,2107.0,28.0
4215,2107.5,27.0
4216,2108.0,27.0
4217,2108.5,27.0
4218,2109.0,27.0
4219,2109.5,27.0
4220,2110.0,26.0
4221,2110.5,26.0
4222,2111.0,27.0
4223,2111.5,26.0
4224,2112.0,27.0
4225,2112.5,27.0
4226,2113.0,26.0
4227,2113.5,25.0
4228,2114.0,26.0
4229,2114.5,26.0
4230,2115.0,26.0
4231,2115.5,26.0
4232,2116.0,24.0
4233,2116.5,25.0
4234,2117.0,24.0
4235,2117.5,24.0
4236,2118.0,25.0
4237,2118.5,25.0
4238,2119.0,26.0
4239,2119.5,24.0
4240,2120.0,25.0
4241,2120.5,25.0
4242,2121.0,24.0
4243,2121.5,24.0
4244,2122.0,24.0
4245,2122.5,24.0
4246,2123.0,24.0
4247,2123.5,23.0
4248,2124.0,24.0
4249,2124.5,24.0
4250,2125.0,23.0
4251,2125.5,22.0
4252,2126.0,23.0
4253,2126.5,23.0
4254,2127.0,23.0
4255,2127.5,24.0
4256,2128.0,23.0
4257,2128.5,23.0
4258,2129.0,22.0
4259,2129.5,22.0
4260,2130.0,22.0
4261,2130.5,22.0
4262,2131.0,22.0
4263,2131.5,23.0
4264,2132.0,22.0
4265,2132.5,23.0
4266,2133.0,22.0
4267,2133.5,23.0
4268,2134.0,22.0
4269,2134.5,20.0
4270,2135.0,22.0
4271,2135.5,22.0
4272,2136.0,22.0
4273,2136.5,21.0
4274,2137.0,21.0
4275,2137.5,20.0
4276,2138.0,22.0
4277,2138.5,20.0
4278,2139.0,20.0
4279,2139.5,22.0
4280,2140.0,21.0
4281,2140.5,20.0
4282,2141.0,20.0
4283,2141.5,19.0
4284,2142.0,19.0
4285,2142.5,20.0
4286,2143.0,20.0
4287,2143.5,20.0
4288,2144.0,20.0
4289,2144.5,20.0
4290,2145.0,20.0
4291,2145.5,19.0
4292,2146.0,19.0
4293,2146.5,19.0
4294,2147.0,19.0
4295,2147.5,19.0
4296,2148.0,19.0
4297,2148.5,18.0
4298,2149.0,18.0
4299,2149.5,18.0
4300,2150.0,18.0
4301,2150.5,18.0
4302,2151.0,18.0
4303,2151.5,18.0
4304,2152.0,18.0
4305,2152.5,18.0
4306,2153.0,18.0
4307,2153.5,18.0
4308,2154.0,17.0
4309,2154.5,18.0
4310,2155.0,18.0
4311,2155.5,18.0
4312,2156.0,18.0
4313,2156.5,17.0
4314,2157.0,18.0
4315,2157.5,18.0
4316,2158.0,17.0
4317,2158.5,17.0
4318,2159.0,17.0
4319,2159.5,17.0
4320,2160.0,17.0
4321,2160.5,17.0
4322,2161.0,16.0
4323,2161.5,15.0
4324,2162.0,17.0
4325,2162.5,16.0
4326,2163.0,17.0
4327,2163.5,16.0
4328,2164.0,17.0
4329,2164.5,16.0
4330,2165.0,16.0
4331,2165.5,15.0
4332,2166.0,15.0
4333,2166.5,15.0
4334,2167.0,15.0
4335,2167.5,15.0
4336,2168.0,16.0
4337,2168.5,15.0
4338,2169.0,14.0
4339,2169.5,15.0
4340,2170.0,15.0
4341,2170.5,14.0
4342,2171.0,15.0
4343,2171.5,14.0
4344,2172.0,14.0
4345,2172.5,15.0
4346,2173.0,14.0
4347,2173.5,15.0
4348,2174.0,14.0
4349,2174.5,14.0
4350,2175.0,14.0
4351,2175.5,14.0
4352,2176.0,14.0
4353,2176.5,14.0
4354,2177.0,13.0
4355,2177.5,14.0
4356,2178.0,13.0
4357,2178.5,14.0
4358,2179.0,13.0
4359,2179.5,14.0
4360,2180.0,13.0
4361,2180.5,12.0
4362,2181.0,14.0
4363,2181.5,13.0
4364,2182.0,14.0
4365,2182.5,13.0
4366,2183.0,13.0
4367,2183.5,13.0
4368,2184.0,14.0
4369,2184.5,13.0
4370,2185.0,13.0
4371,2185.5,12.0
4372,2186.0,13.0
4373,2186.5,12.0
4374,2187.0,13.0
4375,2187.5,13.0
4376,2188.0,12.0
4377,2188.5,12.0
4378,2189.0,13.0
4379,2189.5,12.0
4380,2190.0,11.0
4381,2190.5,12.0
4382,2191.0,11.0
4383,2191.5,12.0
4384,2192.0,12.0
4385,2192.5,11.0
4386,2193.0,11.0
4387,2193.5,12.0
4388,2194.0,9.0
4389,2194.5,11.0
4390,2195.0,10.0
4391,2195.5,11.0
4392,2196.0,10.0
4393,2196.5,10.0
4394,2197.0,10.0
4395,2197.5,9.0
4396,2198.0,10.0
4397,2198.5,10.0
4398,2199.0,9.0
4399,2199.5,11.0
4400,2200.0,9.0
4401,2200.5,10.0
4402,2201.0,9.0
4403,2201.5,10.0
4404,2202.0,11.0
4405,2202.5,10.0
4406,2203.0,10.0
4407,2203.5,10.0
4408,2204.0,9.0
4409,2204.5,10.0
4410,2205.0,9.0
4411,2205.5,10.0
4412,2206.0,10.0
4413,2206.5,9.0
4414,2207.0,11.0
4415,2207.5,10.0
4416,2208.0,10.0
4417,2208.5,11.0
4418,2209.0,11.0
4419,2209.5,9.0
4420,2210.0,12.0
4421,2210.5,12.0
4422,2211.0,12.0
4423,2211.5,11.0
4424,2212.0,12.0
4425,2212.5,12.0
4426,2213.0,13.0
4427,2213.5,13.0
4428,2214.0,12.0
4429,2214.5,13.0
4430,2215.0,12.0
4431,2215.5,12.0
4432,2216.0,13.0
4433,2216.5,13.0
4434,2217.0,14.0
4435,2217.5,13.0
4436,2218.0,14.0
4437,2218.5,14.0
4438,2219.0,14.0
4439,2219.5,15.0
4440,2220.0,14.0
4441,2220.5,14.0
4442,2221.0,15.0
4443,2221.5,15.0
4444,2222.0,16.0
4445,2222.5,16.0
4446,2223.0,15.0
4447,2223.5,17.0
4448,2224.0,17.0
4449,2224.5,17.0
4450,2225.0,17.0
4451,2225.5,18.0
4452,2226.0,17.0
4453,2226.5,18.0
4454,2227.0,18.0
4455,2227.5,18.0
4456,2228.0,18.0
4457,2228.5,18.0
4458,2229.0,18.0
4459,2229.5,19.0
4460,2230.0,20.0
4461,2230.5,21.0
4462,2231.0,20.0
4463,2231.5,20.0
4464,2232.0,21.0
4465,2232.5,21.0
4466,2233.0,22.0
4467,2233.5,22.0
4468,2234.0,23.0
4469,2234.5,23.0
4470,2235.0,23.0
4471,2235.5,23.0
4472,2236.0,23.0
4473,2236.5,24.0
4474,2237.0,24.0
4475,2237.5,24.0
4476,2238.0,25.0
4477,2238.5,24.0
4478,2239.0,25.0
4479,2239.5,26.0
4480,2240.0,27.0
4481,2240.5,26.0
4482,2241.0,27.0
4483,2241.5,26.0
4484,2242.0,27.0
4485,2242.5,28.0
4486,2243.0,27.0
4487,2243.5,28.0
4488,2244.0,27.0
4489,2244.5,30.0
4490,2245.0,30.0
4491,2245.5,30.0
4492,2246.0,30.0
4493,2246.5,31.0
4494,2247.0,31.0
4495,2247.5,31.0
4496,2248.0,32.0
4497,2248.5,31.0
4498,2249.0,32.0
4499,2249.5,32.0
4500,2250.0,33.0
4501,2250.5,32.0
4502,2251.0,34.0
4503,2251.5,33.0
4504,2252.0,33.0
4505,2252.5,35.0
4506,2253.0,34.0
4507,2253.5,34.0
4508,2254.0,36.0
4509,2254.5,34.0
4510,2255.0,35.0
4511,2255.5,35.0
4512,2256.0,36.0
4513,2256.5,36.0
4514,2257.0,35.0
4515,2257.5,35.0
4516,2258.0,37.0
4517,2258.5,38.0
4518,2259.0,37.0
4519,2259.5,37.0
4520,2260.0,37.0
4521,2260.5,38.0
4522,2261.0,38.0
4523,2261.5,38.0
4524,2262.0,38.0
4525,2262.5,39.0
4526,2263.0,38.0
4527,2263.5,39.0
4528,2264.0,38.0
4529,2264.5,39.0
4530,2265.0,39.0
4531,2265.5,39.0
4532,2266.0,39.0
4533,2266.5,39.0
4534,2267.0,39.0
4535,2267.5,39.0
4536,2268.0,39.0
4537,2268.5,40.0
4538,2269.0,39.0
4539,2269.5,39.0
4540,2270.0,41.0
4541,2270.5,40.0
4542,2271.0,40.0
4543,2271.5,40.0
4544,2272.0,41.0
4545,2272.5,41.0
4546,2273.0,40.0
4547,2273.5,41.0
4548,2274.0,41.0
4549,2274.5,42.0
4550,2275.0,42.0
4551,2275.5,40.0
4552,2276.0,41.0
4553,2276.5,41.0
4554,2277.0,41.0
4555,2277.5,41.0
4556,2278.0,42.0
4557,2278.5,41.0
4558,2279.0,42.0
4559,2279.5,43.0
4560,2280.0,41.0
4561,2280.5,42.0
4562,2281.0,42.0
4563,2281.5,41.0
4564,2282.0,41.0
4565,2282.5,42.0
4566,2283.0,41.0
4567,2283.5,41.0
4568,2284.0,41.0
4569,2284.5,42.0
4570,2285.0,42.0
4571,2285.5,41.0
4572,2286.0,41.0
4573,2286.5,41.0
4574,2287.0,41.0
4575,2287.5,41.0
4576,2288.0,41.0
4577,2288.5,42.0
4578,2289.0,42.0
4579,2289.5,42.0
4580,2290.0,41.0
4581,2290.5,41.0
4582,2291.0,41.0
4583,2291.5,41.0
4584,2292.0,41.0
4585,2292.5,40.0
4586,2293.0,41.0
4587,2293.5,42.0
4588,2294.0,40.0
4589,2294.5,41.0
4590,2295.0,41.0
4591,2295.5,41.0
4592,2296.0,41.0
4593,2296.5,40.0
4594,2297.0,41.0
4595,2297.5,40.0
4596,2298.0,39.0
4597,2298.5,41.0
4598,2299.0,40.0
4599,2299.5,40.0
4600,2300.0,41.0
4601,2300.5,40.0
4602,2301.0,39.0
4603,2301.5,39.0
4604,2302.0,39.0
4605,2302.5,39.0
4606,2303.0,39.0
4607,2303.5,39.0
4608,2304.0,39.0
4609,2304.5,39.0
4610,2305.0,39.0
4611,2305.5,39.0
4612,2306.0,39.0
4613,2306.5,38.0
4614,2307.0,39.0
4615,2307.5,39.0
4616,2308.0,39.0
4617,2308.5,38.0
4618,2309.0,38.0
4619,2309.5,38.0
4620,2310.0,38.0
4621,2310.5,38.0
4622,2311.0,38.0
4623,2311.5,38.0
4624,2312.0,39.0
4625,2312.5,38.0
4626,2313.0,38.0
4627,2313.5,38.0
4628,2314.0,38.0
4629,2314.5,38.0
4630,2315.0,37.0
4631,2315.5,38.0
4632,2316.0,37.0
4633,2316.5,37.0
4634,2317.0,37.0
4635,2317.5,37.0
4636,2318.0,37.0
4637,2318.5,37.0
4638,2319.0,37.0
4639,2319.5,37.0
4640,2320.0,37.0
4641,2320.5,36.0
4642,2321.0,36.0
4643,2321.5,36.0
